Order,Lineage,Extended lineage,Scientific Name,English Name,Assembly ID,Assembly ID main haplotype,Accession # for main haplotype,RefSeq annotation main haplotype,UCSC Browser main haplotype,Assembly tech,sex
f44,Fishes,Ray-finned fishes,Solea solea,common sole,fSolSol10.1,fSolSol10.pri,GCA_958295425.1,GCF_958295425.1,GCF_958295425.1,"HiFi, Hifiasm solo",F
f44,Fishes,Ray-finned fishes,Microchirus variegatus,thickback sole,fMicVar1,fMicVar1.pri,GCA_963457635.1,,GCA_963457635.1,,F
f44,Fishes,Ray-finned fishes,Scophthalmus maximus,turbot,fScoMax1,fScoMax1.pri,GCA_963854745.1,,GCA_963854745.1,"HiFi, Hifiasm solo",UN
f45,Fishes,Ray-finned fishes,Xiphias gladius,swordfish,,,,,,,
f46,Fishes,Ray-finned fishes,Echeneis naucrates,live sharksucker,fEcheNa1,fEcheNa1.pri,GCA_900963305.2,GCF_900963305.1,GCF_900963305.1,"CLR II, FALCON unzip",UN
f46,Fishes,Ray-finned fishes,Trachurus trachurus,Atlantic horse mackerel,fTraTra1,fTraTra1.2.pri,GCA_905171665.2,,GCA_905171665.2,"CLR II, FALCON unzip",UN
f46,Fishes,Ray-finned fishes,Sphyraena novaehollandiae,snook,fSphNov1,,,,,,
f47,Fishes,Ray-finned fishes,Parambassis ranga,Indian glassy fish,fParRan2,fParRan2.2.pri,GCA_900634625.2,GCF_900634625.1,GCF_900634625.1,"CLR I, FALCON unzip",UN
f47,Fishes,Ray-finned fishes,Trachinops noarlungae,yellowhead hulafish,,,,,,,
f48,Fishes,Ray-finned fishes,Astatotilapia calliptera,Eastern happy,fAstCal1,fAstCal68.1,GCA_964374335.1,,GCA_900246225.5,"ONT Herro, Hifiasm solo",F
f48,Fishes,Ray-finned fishes,Archocentrus centrarchus,flier cichlid,fArcCen1,fArcCen1.pri,GCA_007364275.2,GCF_007364275.1,GCF_007364275.1,"CLR, FALCON unzip",M
f48,Fishes,Ray-finned fishes,Haplochromis burtoni,Burton's mouthbrooder,fHapBur1,,,,,,
f48,Fishes,Ray-finned fishes,Rhamphochromis chilingali,Chilingali cichlid,fRhaChi2,fRhaChi2.pri,GCA_963969265.1,,GCA_963969265.1,"HIFI, HiFiasm solo",F
f48,Fishes,Ray-finned fishes,Aulonocara stuartgranti,flavescent peacock cichlid,fAulStu2,fAulStu2.pri,GCA_965226115.1,,GCA_965226115.1,"ONT duplex, Hifiasm solo",M
f49,Fishes,Ray-finned fishes,Scatophagus argus,spotted scat,fScaArg1,fScaArg1.pri,GCA_020382885.1,GCF_020382885.2,GCF_020382885.2,"CLR I, FALCON unzip",UN
f50,Fishes,Ray-finned fishes,Anableps anableps,largescale four-eyes,fAnaAna1,fAnaAna1.pri,GCA_014839685.1,,GCA_014839685.1,"CLR, FALCON unzip",M
f50,Fishes,Ray-finned fishes,Girardinichthys multiradiatus,darkedged splitfin,DD_fGirMul_XY1,fGirMul1.pri,GCA_021462225.2,GCF_021462225.1,GCF_021462225.1,"CLR I, Damar",M
f50,Fishes,Ray-finned fishes,Fundulus diaphanus,banded killifish,fFunDia1,fFunDia1.hap1,GCA_037039145.1,,GCA_037039145.1,"HiFi, Hifiasm Hi-C phasing",M
f51,Fishes,Ray-finned fishes,Chelon labrosus,thicklip grey mullet,fCheLab1,fCheLab1.pri,GCA_963514085.1,,GCA_963514085.1,"HiFi, Hifiasm solo",UN
f52,Fishes,Ray-finned fishes,Melanotaenia boesemani,Boesemanâ€™s rainbowfish,fMelBoe1,fMelBoe1.pri,GCA_017639745.1,GCF_017639745.1,GCF_017639745.1,"CLR II, FALCON unzip",UN
f52,Fishes,Ray-finned fishes,Telmatherina bonti,telmatherina bonti,fTelBon1,fTelBon1.pri,GCA_933228915.1,,GCA_933228915.1,"HiFi, Hifiasm solo",M
f52,Fishes,Ray-finned fishes,Odontesthes bonariensis,pejerrey,fOdoBon6,fOdoBon6,GCA_027942865.1,,GCA_027942865.1,"HiFi, Hifiasm Hi-C phasing",F
f52,Fishes,Ray-finned fishes,Menidia menidia,Atlantic silverside,fMenAtl1,fMenAtl1.hap1,GCA_048628825.1,,GCA_048628825.1,"HiFi, Hifiasm Hi-C phasing",M
f53,Fishes,Ray-finned fishes,Xenentodon cancila,needlefish,fXenCan1,fXenCan1.pri,GCA_014839995.1,,GCA_014839995.1,"CLR I, FALCON unzip",M
f54,Fishes,Ray-finned fishes,Pholidichthys leucotaenia,convict blenny,fPhoLeu1,fPhoLeu1.pri,GCA_020510985.1,,GCA_020510985.1,"CLR I, FALCON unzip",UN
f55,Fishes,Ray-finned fishes,Hyperoplus immaculatus,greater sand eel,fHypImm3,fHypImm3.1.pri,GCA_949357725.1,,GCA_949357725.1,"HiFi, Hifiasm solo",UN
f55,Fishes,Ray-finned fishes,Ammodytes marinus,lesseer sand eel,fAmmMar1,fAmmMar1.pri,GCA_949987685.1,,GCA_949987685.1,"HiFi, Hifiasm solo",F
f56,Fishes,Ray-finned fishes,Salarias fasciatus,jewelled blenny,fSalaFa1,fSalaFa1.pri,GCA_902148845.1,GCF_902148845.1,GCF_902148845.1,"CLR I, FALCON unzip",UN
f56,Fishes,Ray-finned fishes,Blennius ocellaris,butterfly blenny,fBleOce1,fBleOce1.pri,GCA_963422515.1,,GCA_963422515.1,"HiFi, Hifiasm solo",UN
f56,Fishes,Ray-finned fishes,Lipophrys pholis,shanny,fLipPho2,fLipPho2.pri,GCA_963383615.1,,GCA_963383615.1,"HiFi, Hifiasm solo",UN
f56,Fishes,Ray-finned fishes,Cristiceps australis,crested weedfish,fCriAus1,fCriAus1.hap1,GCA_049082185.1,,GCA_049082185.1,"HiFi, Hifiasm Hi-C phasing",UN
f56,Fishes,Ray-finned fishes,Paraplesiops meleagris,Southern blue devil,fParMel1,,,,,,
f57,Fishes,Ray-finned fishes,Diretmus argenteus,silver spinyfin,fDirArg1,fDirArg1.hap1,GCA_048569125.1,,GCA_048569125.1,"HiFi, Hifiasm Hi-C phasing",M
f58,Fishes,Ray-finned fishes,Enoplosus armatus,old wife,fEnoArm2,fEnoArm2.hap1,GCA_043641665.1,GCF_043641665.1,GCF_043641665.1,"HiFi, Hifiasm Hi-C phasing",UN
f58,Fishes,Ray-finned fishes,Micropterus salmoides,large-mouth bass,fMicSal1,fMicSal1.pri,GCA_019677235.1,,GCA_019677235.1,Mecat2,UN
f58,Fishes,Ray-finned fishes,Chironemus georgianus,Western kelpfish,fChiGeo1,,,,,,
f58,Fishes,Ray-finned fishes,Neatypus obliquus,Western footballer,fNeaAbl1,,,,,,
f59,Fishes,Ray-finned fishes,Notolabrus celidotus,New Zealand spotty wrasse,fNotCel1,fNotCel1.pri,GCA_009762535.1,GCF_009762535.1,GCF_009762535.1,"CLR I, FALCON unzip",M
f59,Fishes,Ray-finned fishes,Tautogolabrus adspersus,cunner,fTauAds1,fTauAds1.pri,GCA_020745685.1,,GCA_020745685.1,"CLR II, FALCON unzip",M
f59,Fishes,Ray-finned fishes,Labrus mixtus,cuckoo wrasse,fLabMix1,fLabMix.pri,GCA_963584025.1,GCF_963584025.1,GCF_963584025.1,"HiFi, Hifiasm solo",M
f59,Fishes,Ray-finned fishes,Labrus bergylta,ballan wrasse,fLabBer1,fLabBer1.pri,GCA_963930695.1,GCF_963930695.1,GCF_963930695.1,"HiFi, Hifiasm solo",F
f59,Fishes,Ray-finned fishes,Symphodus melops,corkwing wrasse,fSymMel2,fSymMel2.pri,GCA_947650265.1,,GCA_947650265.1,"HiFi, Hifiasm solo",UN
f59,Fishes,Ray-finned fishes,Thalassoma bifasciatum,bluehead wrasse,fThaBif1,,,,,,
f59,Fishes,Ray-finned fishes,Notolabrus parilus,brownspotted wrasse,fNotPar1,,,,,,
f59,Fishes,Ray-finned fishes,Choerodon schoenleinii,blackspot tuskfish,fChoSch1,fChoSch1.pri,GCA_047301625.1,,GCA_047301625.1,"HiFi, Hifiasm solo",UN
f59,Fishes,Ray-finned fishes,Olisthops cyanomelas,herring cale,fOliCya1,,,,,,
f59,Fishes,Ray-finned fishes,Heteroscarus acroptilus,rainbow cale,fHetAcr1,,,,,,
f60,Fishes,Ray-finned fishes,Drepane punctata,spotted sicklefish,,,,,,,
f61,Fishes,Ray-finned fishes,Cottoperca gobio,channel bull blenny,fCotGob3,fCotGob3.pri,GCA_900634415.1,GCF_900634415.1,GCF_900634415.1,"CLR I, FALCON unzip",UN
f61,Fishes,Ray-finned fishes,Acanthopagrus latus,yellowfin sea bream,fAcaLat1,fAcaLat1.pri,GCA_904848185.1,GCF_904848185.1,GCF_904848185.1,"CLR, FALCON unzip",F
f61,Fishes,Ray-finned fishes,Pholis gunnellus,rock gunnel,fPhoGun1,fPhoGun1.pri,GCA_910591455.2,,GCA_910591455.2,"HiFi, Hifiasm solo",UN
f61,Fishes,Ray-finned fishes,Lycodopsis pacificus,blackbelly eelpout,fLycPai1,fLycPai1.hap2,GCA_028022725.1,,GCA_028022725.1,"HiFi, Hifiasm Hi-C phasing",F
f61,Fishes,Ray-finned fishes,Melanostigma gelatinosum,limp eelpout,fMelGel1.1,fMelGel1.pri,GCA_949748355.1,,GCA_949748355.1,"HiFi, Hifiasm solo",UN
f61,Fishes,Ray-finned fishes,Notothenia rossii,marbled rockcod,fNotRos5.1,fNotRos5.pri,GCA_949606895.1,,GCA_949606895.1,"HiFi, Hifiasm solo",UN
f61,Fishes,Ray-finned fishes,Eutrigla gurnardus,grey gurnard,fEutGur1,fEutGur1.pri,GCA_963514095.1,,GCA_963514095.1,"HiFi, Hifiasm solo",UN
f61,Fishes,Ray-finned fishes,Epinephelus rankini,rankin cod,fEpiMut1,fEpiMut1.hap1,GCA_048129235.1,,GCA_048129235.1,"HiFi, Hifiasm Hi-C phasing",UN
f61,Fishes,Ray-finned fishes,Epinephelus lanceolatus,giant grouper,fEpiLan1,fEpiLan1.pri,GCA_041903045.1,,GCA_041903045.1,"HiFi, ONT, HiFiasm solo",F
f61,Fishes,Ray-finned fishes,Leviprora inops,longhead flathead,fLevIno1,,,,,,
f62,Fishes,Ray-finned fishes,Chelmon rostratus,copperband butterflyfish,fCheRos1,fCheRos1.pri,GCA_017976325.1,GCF_017976325.1,GCF_017976325.1,"CLR II, FALCON unzip",UN
f62,Fishes,Ray-finned fishes,Chaetodon trifascialis,chevron butterflyfish,fChaTrf1,fChaTrf1.hap1,GCA_039877785.1,GCF_039877785.1,GCF_039877785.1,"HiFi, Hifiasm Hi-C phasing",M
f63,Fishes,Ray-finned fishes,Datnioides microlepis,Indonesian tiger perch,fDatMic1,,,,,,
f64,Fishes,Ray-finned fishes,Pristipomoides typus,sharptooth jobfish,fPriTyp1,fPriTyp1.hap1,GCA_045363895.1,,GCA_045363895.1,"HiFi, Hifiasm Hi-C phasing",UN
f64,Fishes,Ray-finned fishes,Lutjanus quinquelineatus,five-lined snapper,fLutQui1,,,,,"HiFi, Hifiasm Hi-C phasing",
f64,Fishes,Ray-finned fishes,Lutjanus carponotatus,stripey snapper,fLutCar1,,,,,,
f64,Fishes,Ray-finned fishes,Lutjanus fulviflamma,blackspot snapper,fLutFuv1,,,,,,
f64,Fishes,Ray-finned fishes,Lutjanus russellii,Moses' snapper,fLutRus1,,,,,,
f64,Fishes,Ray-finned fishes,Lutjanus sebae,red emperor,fLutSeb1,,,,,,
f64,Fishes,Ray-finned fishes,Lutjanus vitta,brownstripe snapper,fLutVit1,,,,,,
f64,Fishes,Ray-finned fishes,Lutjanus erythropterus,crimson snapper,fLutJan1,fLutJan1.hap1,,,,,
f64,Fishes,Ray-finned fishes,Symphorus nematophorus,chinamanfish,fSymNem1,fSymNem1.hap1,GCA_048128725.1,,GCA_048128725.1,"HiFi, Hifiasm Hi-C phasing",UN
f64,Fishes,Ray-finned fishes,Caesio teres,yellow and blueback fusilier,fCaeTer1,fCaeTer1.hap1,GCA_048129055.1,,GCA_048129055.1,"HiFi, Hifiasm Hi-C phasing",UN
f64,Fishes,Ray-finned fishes,Ctenochaetus striatus,striated surgeonfish,,,,,,,
f64,Fishes,Ray-finned fishes,Pristigenys meyeri,redstripe bigeye,fPriMey1,,,,,,
f64,Fishes,Ray-finned fishes,Parequula melbournensis,silverbelly,fParMeb1,,,,,,
f65,Fishes,Ray-finned fishes,Sparus aurata,gilthead seabream,fSpaAur1,fSpaAur11.2.pri,GCA_900880675.2,GCF_900880675.1,GCF_900880675.1,"CLR II, FALCON unzip",UN
f65,Fishes,Ray-finned fishes,Pagrus pagrus,common seabream,fPagPag1,fPagPag1.hap1,GCA_965226575.1,,GCA_965226575.1,"HiFi, Hifiasm Hi-C phasing",UN
f65,Fishes,Ray-finned fishes,Acanthopagrus schlegelii,black porgy,fAcaSch1,fAcaSch1.pri,GCA_041753875.1,,GCA_041753875.1,"HiFi, ONT-UL, Hifiasm",M
f65,Fishes,Ray-finned fishes,Lethrinus nebulosus,spangled emperor,fLetNeb1,fLetNeb1.hap1,GCA_045362495.1,,GCA_045362495.1,"HiFi, Hifiasm Hi-C phasing",UN
f65,Fishes,Ray-finned fishes,Lethrinus laticaudis,grass snapper,fLetLat1,fLetLat1.hap1,,,,,
f66,Fishes,Ray-finned fishes,Antennarius maculatus,warty frogfish,fAntMac1,fAntMac1.pri,GCA_013358685.1,,GCA_013358685.1,"CLR, FALCON unzip",UN
f67,Fishes,Ray-finned fishes,Takifugu rubripes,Japanese puffer (torafugu),fTakRub1,fTakRub1.3.pri,GCA_901000725.3,GCF_901000725.2,GCF_901000725.2,"CLR II, FALCON unzip",M
f67,Fishes,Ray-finned fishes,Diodon nicthemerus,globefish,fDioNic2,,,,,,
f67,Fishes,Ray-finned fishes,Melichthys vidua,pinktail triggerfish,fMelVid1,,,,,,
f67,Fishes,Ray-finned fishes,Ranzania laevis,slender sunfish,fRanLae1,,,,,,
f68,Fishes,Ray-finned fishes,Pempheris klunzingeri,rough bullseye,fPemKlu1,fPemKlu1.hap1,GCA_042242105.1,GCF_042242105.1,GCF_042242105.1,"HiFi, Hifiasm Hi-C phasing",UN
f68,Fishes,Ray-finned fishes,Pempheris schomburgkii,copper sweeper,,,,,,,
f68,Fishes,Ray-finned fishes,Pentaceropsis recurvirostris,longsnout boarfish,fPenRec1,,,,,,
f68,Fishes,Ray-finned fishes,Lateolabrax maculatus,Chinese sea bass,fLatMac1,fLatMac1.pri,GCA_031216445.1,,GCA_031216445.1,"HiFi, ONT-UL, Hifiasm",M
f69,Fishes,Ray-finned fishes,Sphaeramia orbicularis,orbiculate cardinalfish,fSphaOr1,fSphaOr1.pri,GCA_902148855.1,GCF_902148855.1,GCF_902148855.1,"CLR I, FALCON unzip",M
f70,Fishes,Ray-finned fishes,Gouania willdenowi,blunt-snouted clingfish,fGouWil1,fGouWil2.2.pri,GCA_900634775.2,GCF_900634775.1,GCF_900634775.1,"CLR I, FALCON unzip",UN
f71,Fishes,Ray-finned fishes,Echiichthys vipera,lesser weever,fEchVip8,fEchVip8.pri,GCA_963691815.1,,GCA_963691815.1,"HiFi, Hifiasm solo",UN
f72,Fishes,Ray-finned fishes,Cyclopterus lumpus,lumpfish,fCycLum1,fCycLum1.pri,GCA_009769545.1,GCF_009769545.1,GCF_009769545.1,"CLR I, FALCON unzip",M
f73,Fishes,Ray-finned fishes,Sebastes umbrosus,honeycomb rockfish,fSebUmb1,fSebUmb1.pri,GCA_015220745.1,GCF_015220745.1,GCF_015220745.1,"CLR I, FALCON unzip",M
f73,Fishes,Ray-finned fishes,Sebastes fasciatus,Acadian redfish,fSebFas1,fSebFas1.pri,GCA_043250625.1,,GCA_043250625.1,"HiFi, Hifiasm Hi-C phasing",M
f73,Fishes,Ray-finned fishes,Sebastes mentella,Deepwater redfish,fSebMen1,,,,,,
f73,Fishes,Ray-finned fishes,Taurulus bubalis,long-spined sea scorpion,fTauBub2,fTauBub2.pri,GCA_910589615.1,,GCA_910589615.1,"HiFi, Hifiasm solo",UN
f73,Fishes,Ray-finned fishes,Myoxocephalus scorpius,shorthorn sculpin,fMyoSco1,,,,,,
f73,Fishes,Ray-finned fishes,Spinachia spinachia,sea stickleback,fSpiSpi1,fSpiSpi1.hap1,GCA_048126635.1,,GCA_048126635.1,"HiFi, Hifiasm Hi-C phasing",UN
f73,Fishes,Ray-finned fishes,Pungitius pungitius,ninespine stickleback,fPunPun2.1,fPunPun2.pri,GCA_949316345.1,GCF_949316345.1,GCF_949316345.1,"HiFi, Hifiasm solo",M
f73,Fishes,Ray-finned fishes,Gasterosteus aculeatus,three-spined stickleback,fgasAcu3,fgasAcu3.hap1,GCA_964276395.1,,GCA_964276395.1,"HiFi, Hifiasm Hi-C phasing",M
f92,Fishes,Ray-finned fishes,Neosynchiropus ocellatus,ocellated dragonet,fSynOce1,fSynOce1.hap1,GCA_044231665.1,,GCA_044231665.1,"HiFi, Hifiasm Hi-C phasing",UN
f92,Fishes,Ray-finned fishes,Synchiropus picturatus,picturesque dragonet,fSynPic1,fSynPic1.hap2,GCA_044231675.1,,GCA_044231675.1,"HiFi, Hifiasm Hi-C phasing",UN
f74,Fishes,Cartilaginous fishes,Hydrolagus colliei,spotted ratfish,sHydCol1,sHydCol1.hap2,GCA_035084275.1,,GCA_035084275.1,"HiFi, Hifiasm Hi-C phasing",M
f75,Fishes,Cartilaginous fishes,Heterodontus francisci,horn shark,sHetFra1,sHetFra1.hap2,GCA_036365525.1,GCF_036365525.1,GCF_036365525.1,"HiFi, Hifiasm Hi-C phasing",F
f75,Fishes,Cartilaginous fishes,Heterodontus portusjacksoni,Port Jackson shark,sHetPor1,sHetPor1.hap1,,,,"HiFi, Hifiasm Hi-C phasing",
f76,Fishes,Cartilaginous fishes,Hemiscyllium ocellatum,epaulette shark,sHemOce1,sHemOce1.pat,GCA_020745735.1,GCF_020745735.1,GCF_020745735.1,"CLR II, TrioCanu",M
f76,Fishes,Cartilaginous fishes,Stegostoma tigrinum,zebra shark,sSteTig4,sSteTig4.hap1,GCA_030684315.1,GCF_030684315.1,GCF_030684315.1,"HiFi, Hifiasm Hi-C phasing",M
f76,Fishes,Cartilaginous fishes,Orectolobus wardi,Northern wobbegong,sOreWar1,,,,,,
f77,Fishes,Cartilaginous fishes,Carcharodon carcharias,great white shark,sCarCar2,sCarCar2.pri,GCA_017639515.1,GCF_017639515.1,GCF_017639515.1,"CLR I, FALCON unzip",M
f77,Fishes,Cartilaginous fishes,Cetorhinus maximus,basking shark,sCetMax3,sCetMax3.hap1,GCA_964194155.1,,GCA_964194155.1,"HiFi, Hifiasm Hi-C phasing",F
f77,Fishes,Cartilaginous fishes,Carcharias taurus,sand tiger shark,sCarTau1,,,,,,
f78,Fishes,Cartilaginous fishes,Scyliorhinus canicula,small-spotted catshark,sScyCan1,sScyCan1.pri,GCA_902713615.2,GCF_902713615.1,GCF_902713615.1,"CLR II, FALCON unzip",F
f78,Fishes,Cartilaginous fishes,Mustelus asterias,starry smooth-hound shark,sMusAst1,sMusAst1.hap1,GCA_964213995.1,,GCA_964213995.1,"HiFi, Hifiasm Hi-C phasing",UN
f78,Fishes,Cartilaginous fishes,Galeorhinus galeus,school shark,sGalGal3,sGalGal3.hap1,,,,,
f79,Fishes,Cartilaginous fishes,Heptranchias perlo,sharpnose sevengill shark,sHepPer1,sHepPer1.hap1,GCA_035084215.1,GCF_035084215.1,GCF_035084215.1,"HiFi, Hifiasm Hi-C phasing",F
f80,Fishes,Cartilaginous fishes,Squalus suckleyi,Pacific spiny dogfish,sSquSuc3,,,,,,
f81,Fishes,Cartilaginous fishes,Echinorhinus cookei,prickly shark,,,,,,,
f82,Fishes,Cartilaginous fishes,Squatina dumeril,Atlantic angel shark,,,,,,,
f83,Fishes,Cartilaginous fishes,Pristiophorus japonicus,Japanese sawshark,sPriJap1,sPriJap1.hap1,GCA_044704955.1,GCF_044704955.1,GCF_044704955.1,"HiFi, Hifiasm Hi-C phasing",M
f84,Fishes,Cartilaginous fishes,Narcine bancroftii,lesser electric ray,sNarBan1,sNarBan1.hap1,GCA_036971445.1,GCF_036971445.1,GCF_036971445.1,"HiFi, Hifiasm Hi-C phasing",M
f85,Fishes,Cartilaginous fishes,Amblyraja radiata,thorny skate,sAmbRad1,sAmbRad1.pri,GCA_010909765.2,GCF_010909765.2,GCF_010909765.2,"CLR, Canu",F
f85,Fishes,Cartilaginous fishes,Raja brachyura,blonde ray,sRajBra1,sRajBra1.pri,GCA_963514005.1,,GCA_963514005.1,"HiFi, Hifiasm solo",F
f86,Fishes,Cartilaginous fishes,Pristis pectinata,smalltooth sawfish,sPriPec2,sPriPec2.pri,GCA_009764475.2,GCF_009764475.1,GCF_009764475.1,"CLR I, FALCON unzip",F
f87,Fishes,Cartilaginous fishes,Hypanus sabinus,Atlantic stingray,sHypSab1,sHypSab1.hap1,GCA_030144855.1,GCF_030144855.1,GCF_030144855.1,"HiFi, Hifiasm Hi-C phasing",M
f87,Fishes,Cartilaginous fishes,Potamotrygon marinae,gold dust stingray,sPotMar1,,,,,,
f87,Fishes,Cartilaginous fishes,Mobula birostris,Atlantic manta ray,sMobBir1,sMobBir1.hap1,GCA_030028105.1,GCF_030028105.1,GCF_030028105.1,"HiFi, Hifiasm Hi-C phasing",F
f88,Fishes,Lobe-finned fishes,Latimeria chalumnae,African coelacanth,fLatCha2,fLatCha2.pri,GCA_037176945.1,GCF_037176945.1,GCF_037176945.1,"HiFi, Hifiasm solo",F
f89,Fishes,Lobe-finned fishes,Protopterus annectens,West African lungfish,kxProAnne1,kxProAnne1.pri,GCA_040939525.1,,GCA_040939525.1,,M
f90,Fishes,Cyclostomes,Myxine glutinosa,Atlantic hagfish,kmMyxGlut1,kmMyxGlut1.pri,GCA_964187855.1,,GCA_964187855.1,"HiFi, Hifiasm solo",UN
f91,Fishes,Cyclostomes,Petromyzon marinus,sea lamprey,kPetMar2,kPetMar2.pri,GCA_048934315.1,,GCA_048934315.1,"CLR I, FALCON unzip",M
f91,Fishes,Cyclostomes,Lampetra fluviatilis,European river lamprey,kcLamFluv1,kcLamFluv1.pri,GCA_964198595.1,,GCA_964198595.1,"HiFi, HiFiasm solo",F
i1,Invertebrates,Other Deuterostomes,Branchiostoma lanceolatum,European lancelet,klBraLanc5,klBraLanc5.hap2,GCA_035083965.1,,GCA_035083965.1,"HiFi, Hifiasm Hi-C phasing",F
i1,Invertebrates,Other Deuterostomes,Branchiostoma belcheri,belcher's lancelet,iBraBel1,iBraBel1,GCA_019207075.1,,GCA_019207075.1,"CLR, TrioCanu variation",UN
i1,Invertebrates,Other Deuterostomes,Branchiostoma floridae,Florida amphioxus,iBraFlo1,iBraFlo1,GCA_015852565.1,,GCA_015852565.1,"CLR, TrioCanu variation",UN
i4,Invertebrates,Other Deuterostomes,Aplidium turbinatum,clonial sea squirt,kaAplTurb1,kaAplTurb1.pri,GCA_918807975.1,,GCA_918807975.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Corella eumyota,Orange-tipped sea squirt,kaCorEumy4,kaCorEumy4.pri,GCA_963082875.1,,GCA_963082875.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Clavelina lepadiformis,light-bulb sea squirt,kaClaLepa1,kaClaLepa1.pri,GCA_947623445.1,,GCA_947623445.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Styela clava,leathery sea squirt,kaStyClav1,kaStyClav1.hap1,GCA_964204865.1,,GCA_964204865.1,"HiFi, Hifiasm Hi-C phasing",H
i4,Invertebrates,Other Deuterostomes,Ascidiella aspersa,European sea squirt,kaAscAspe10,kaAscAspe10.pri,GCA_963924565.1,,GCA_963924565.1,"HiFi, HiFiasm solo",UN
i4,Invertebrates,Other Deuterostomes,Ascidia mentula,pink sea squirt,kaAscMent1,kaAscMent1.pri,GCA_947561715.1,,GCA_947561715.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Trididemnum clinides,Trididemnum clinides,kaTriClin1,kaTriClin1.pri,GCA_963675345.1,,GCA_963675345.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Thalia democratica,Thalia democratica,ktThaDemo2,ktThaDemo2.hap1,GCA_965202585.1,,GCA_965202585.1,"HiFi, Hifiasm Hi-C phasing",
i2,Invertebrates,Other Deuterostomes,Asterias rubens,common starfish,eAstRub1,eAstRub1.3.pri,GCA_902459465.3,,GCA_902459465.3,"CLR, FALCON unzip",M
i3,Invertebrates,Other Deuterostomes,Balanoglossus misakiensis,acorn worm,ASM4095459v1,keSacHWa1.hap1,GCA_040954625.2,,GCA_040954625.2,"HiFi, Hifiasm Hi-C phasing",UN
